-10000.0,2000.0,-4000.0,0,63.4349,0,0.0333333
-9994.03715206,2000.0,-3997.01857603,0,63.4349,0,0.0333333
-9988.07430412,2000.0,-3994.03715206,0,63.4349,0,0.0333333
-9982.11145618,2000.0,-3991.0557280900002,0,63.4349,0,0.0333333
-9976.14860824,2000.0,-3988.0743041200003,0,63.4349,0,0.0333333
-9970.1857603,2000.0,-3985.0928801500004,0,63.4349,0,0.0333333
-9964.222912360001,2000.0,-3982.1114561800005,0,63.4349,0,0.0333333
-9958.260064420001,2000.0,-3979.1300322100005,0,63.4349,0,0.0333333
-9952.297216480001,2000.0,-3976.1486082400006,0,63.4349,0,0.0333333
-9946.334368540001,2000.0,-3973.1671842700007,0,63.4349,0,0.0333333
-9940.371520600002,2000.0,-3970.1857603000008,0,63.4349,0,0.0333333
-9934.408672660002,2000.0,-3967.204336330001,0,63.4349,0,0.0333333
-9928.445824720002,2000.0,-3964.222912360001,0,63.4349,0,0.0333333
-9922.482976780002,2000.0,-3961.241488390001,0,63.4349,0,0.0333333
-9916.520128840002,2000.0,-3958.260064420001,0,63.4349,0,0.0333333
-9910.557280900002,2000.0,-3955.278640450001,0,63.4349,0,0.0333333
-9904.594432960002,2000.0,-3952.297216480001,0,63.4349,0,0.0333333
-9898.631585020003,2000.0,-3949.3157925100013,0,63.4349,0,0.0333333
-9892.668737080003,2000.0,-3946.3343685400014,0,63.4349,0,0.0333333
-9886.705889140003,2000.0,-3943.3529445700015,0,63.4349,0,0.0333333
-9880.743041200003,2000.0,-3940.3715206000015,0,63.4349,0,0.0333333
-9874.780193260003,2000.0,-3937.3900966300016,0,63.4349,0,0.0333333
-9868.817345320003,2000.0,-3934.4086726600017,0,63.4349,0,0.0333333
-9862.854497380004,2000.0,-3931.4272486900018,0,63.4349,0,0.0333333
-9856.891649440004,2000.0,-3928.445824720002,0,63.4349,0,0.0333333
-9850.928801500004,2000.0,-3925.464400750002,0,63.4349,0,0.0333333
-9844.965953560004,2000.0,-3922.482976780002,0,63.4349,0,0.0333333
-9839.003105620004,2000.0,-3919.501552810002,0,63.4349,0,0.0333333
-9833.040257680004,2000.0,-3916.520128840002,0,63.4349,0,0.0333333
-9827.077409740004,2000.0,-3913.538704870002,0,63.4349,0,0.0333333
-9821.114561800005,2000.0,-3910.5572809000023,0,63.4349,0,0.0333333
-9815.151713860005,2000.0,-3907.5758569300024,0,63.4349,0,0.0333333
-9809.188865920005,2000.0,-3904.5944329600025,0,63.4349,0,0.0333333
-9803.226017980005,2000.0,-3901.6130089900025,0,63.4349,0,0.0333333
-9797.263170040005,2000.0,-3898.6315850200026,0,63.4349,0,0.0333333
-9791.300322100005,2000.0,-3895.6501610500027,0,63.4349,0,0.0333333
-9785.337474160006,2000.0,-3892.6687370800028,0,63.4349,0,0.0333333
-9779.374626220006,2000.0,-3889.687313110003,0,63.4349,0,0.0333333
-9773.411778280006,2000.0,-3886.705889140003,0,63.4349,0,0.0333333
-9767.448930340006,2000.0,-3883.724465170003,0,63.4349,0,0.0333333
-9761.486082400006,2000.0,-3880.743041200003,0,63.4349,0,0.0333333
-9755.523234460006,2000.0,-3877.761617230003,0,63.4349,0,0.0333333
-9749.560386520006,2000.0,-3874.780193260003,0,63.4349,0,0.0333333
-9743.597538580007,2000.0,-3871.7987692900033,0,63.4349,0,0.0333333
-9737.634690640007,2000.0,-3868.8173453200034,0,63.4349,0,0.0333333
-9731.671842700007,2000.0,-3865.8359213500034,0,63.4349,0,0.0333333
-9725.708994760007,2000.0,-3862.8544973800035,0,63.4349,0,0.0333333
