283.6703,3166.167,2931.331,330,335,9.858528E-07
282.9575,3167.14,2932.86,330,335,9.858528E-07
282.5121,3167.749,2933.815,330,335,9.858528E-07
282.0992,3168.313,2934.7,330,335,9.858528E-07
280.3712,3170.673,2938.406,330,335,9.858528E-07
277.0927,3175.152,2945.437,330,335,9.858528E-07
275.4122,3177.448,2949.041,330,335,9.858528E-07
273.1269,3180.57,2953.942,330,335,9.858528E-07
270.6785,3183.915,2959.192,330,335,9.858528E-07
267.9116,3187.695,2965.126,330,335,9.858528E-07
265.6372,3190.802,2970.004,330,335,9.858528E-07
263.1641,3194.181,2975.308,330,335,9.858528E-07
259.5903,3199.063,2982.972,330,335,9.858528E-07
257.6288,3201.742,2987.178,330,335,9.858528E-07
254.1734,3206.463,2994.588,330,335,9.858528E-07
253.0047,3208.06,2997.095,330,335,9.858528E-07
249.9079,3212.29,3003.736,330,335,9.858528E-07
247.9399,3214.979,3007.957,330,335,9.858528E-07
245.4909,3218.324,3013.208,330,335,9.858528E-07
243.1822,3221.478,3018.16,330,335,9.858528E-07
240.701,3224.867,3023.481,330,335,9.858528E-07
238.1694,3228.326,3028.91,330,335,9.858528E-07
235.5819,3231.861,3034.459,330,335,9.858528E-07
231.9709,3236.794,3042.203,330,335,9.858528E-07
230.5691,3238.709,3045.209,330,335,9.858528E-07
228.1613,3241.998,3050.372,330,335,9.858528E-07
225.4102,3245.757,3056.272,330,335,9.858528E-07
222.9881,3249.065,3061.467,330,335,9.858528E-07
220.4499,3252.533,3066.91,330,335,9.858528E-07
217.9866,3255.898,3072.192,330,335,9.858528E-07
215.6824,3259.045,3077.134,330,335,9.858528E-07
213.0765,3262.605,3082.722,330,335,9.858528E-07
208.5573,3268.779,3092.413,330,335,0.01500024
208.2928,3269.141,3092.98,330,335,0.02999999
205.558,3272.877,3098.845,330,335,0.2750027
202.8238,3276.612,3104.709,330,335,0.7650017
200.5007,3279.786,3109.691,330,335,1.380001
196.9706,3284.608,3117.261,330,335,2.175
195.4453,3286.692,3120.533,330,335,2.804997
193.0314,3289.99,3125.709,330,335,3.899997
190.6073,3293.301,3130.908,330,335,5.174997
187.985,3296.884,3136.531,330,335,6.889997
185.5577,3300.2,3141.737,330,335,7.699997
182.8121,3303.951,3147.625,330,335,9.764996
180.5446,3307.049,3152.488,330,335,11.73
177.9269,3310.625,3158.102,330,335,14.24999
174.3381,3315.528,3165.798,330,335,16.60499
172.601,3317.901,3169.523,330,335,17.84999
170.5534,3320.698,3173.914,330,335,20.02499
168.043,3324.127,3179.297,330,335,22.79999
165.4547,3327.663,3184.848,330,335,25.24999
162.3201,3331.945,3191.57,330,335,27.29999
160.3187,3334.679,3195.862,330,335,29.42999
158.2482,3337.508,3200.302,330,335,32.20499
155.5199,3341.235,3206.153,330,335,36.29999
153.1576,3344.462,3211.219,330,335,39.89999
150.7797,3347.71,3216.318,330,335,41.69999
147.9351,3351.597,3222.418,330,335,45.89999
145.4803,3354.95,3227.682,330,335,49.49999
143.176,3358.098,3232.624,330,335,52.49999
139.0735,3363.703,3241.422,330,335,56.7
138.0109,3365.154,3243.701,330,335,58.49999
135.6298,3368.407,3248.807,330,335,62.1
133.1923,3371.737,3254.034,330,335,65.7
130.4189,3375.526,3259.982,330,335,69.9
127.5762,3379.409,3266.078,330,335,72.3
125.5955,3382.115,3270.326,330,335,75.3
123.0289,3385.621,3275.83,330,335,78.9
120.5169,3389.053,3281.217,330,335,82.50002
118.174,3392.254,3286.241,330,335,86.10002
115.7836,3395.52,3291.368,330,335,87.90002
113.1432,3399.127,3297.03,330,335,92.10004
110.7833,3402.35,3302.09,330,335,95.70004
108.0768,3406.048,3307.895,330,335,99.90004
104.2383,3411.292,3316.126,330,335,103.4776
103.1878,3412.727,3318.379,330,335,105.1876
100.5116,3416.383,3324.118,330.0006,334.9978,108.9162
98.24602,3419.474,3328.97,330.0195,334.9394,111.8479
95.31625,3423.443,3335.207,330.0933,334.7449,115.3949
93.12891,3426.384,3339.834,330.1378,334.639,116.6177
