278.3784,3173.396,2942.68,330,335,9.858528E-07
275.3385,3177.549,2949.199,330,335,9.858528E-07
274.8883,3178.164,2950.164,330,335,9.858528E-07
274.309,3178.955,2951.407,330,335,9.858528E-07
273.6201,3179.896,2952.884,330,335,9.858528E-07
273.1218,3180.577,2953.953,330,335,9.858528E-07
272.4244,3181.53,2955.448,330,335,9.858528E-07
271.7972,3182.387,2956.793,330,335,9.858528E-07
269.671,3185.292,2961.353,330,335,9.858528E-07
267.5183,3188.232,2965.969,330,335,9.858528E-07
264.8527,3191.874,2971.685,330,335,9.858528E-07
263.0327,3194.36,2975.588,330,335,9.858528E-07
259.6895,3198.927,2982.758,330,335,9.858528E-07
257.9907,3201.248,2986.401,330,335,9.858528E-07
255.4342,3204.74,2991.884,330,335,9.858528E-07
253.0172,3208.042,2997.066,330,335,9.858528E-07
250.5918,3211.356,3002.268,330,335,9.858528E-07
247.859,3215.089,3008.128,330,335,9.858528E-07
245.4906,3218.325,3013.207,330,335,9.858528E-07
242.3546,3222.609,3019.932,330,335,9.858528E-07
240.5898,3225.02,3023.717,330,335,9.858528E-07
238.2189,3228.259,3028.801,330,335,9.858528E-07
235.4508,3232.04,3034.738,330,335,9.858528E-07
233.1109,3235.237,3039.755,330,335,9.858528E-07
230.4692,3238.846,3045.42,330,335,9.858528E-07
228.0676,3242.127,3050.57,330,335,9.858528E-07
225.678,3245.391,3055.695,330,335,9.858528E-07
222.8629,3249.237,3061.732,330,335,9.858528E-07
219.5683,3253.738,3068.797,330,335,9.858528E-07
217.8763,3256.049,3072.426,330,335,9.858528E-07
215.3256,3259.534,3077.896,330,335,9.858528E-07
212.9555,3262.772,3082.978,330,335,9.858528E-07
210.5862,3266.009,3088.059,330,335,9.858528E-07
207.6833,3269.974,3094.284,330,335,9.858528E-07
205.6325,3272.776,3098.682,330,335,9.858528E-07
203.1467,3276.172,3104.013,330,335,9.858528E-07
200.6404,3279.595,3109.388,330,335,9.858528E-07
198.205,3282.922,3114.61,330,335,9.858528E-07
195.6903,3286.358,3120.003,330,335,9.858528E-07
192.8111,3290.292,3126.178,330,335,9.858528E-07
190.4565,3293.508,3131.227,330,335,9.858528E-07
188.1399,3296.673,3136.195,330,335,9.858528E-07
184.7798,3301.263,3143.401,330,335,9.858528E-07
183.0482,3303.629,3147.114,330,335,9.858528E-07
180.5659,3307.02,3152.437,330,335,9.858528E-07
178.1873,3310.269,3157.538,330,335,9.858528E-07
175.4282,3314.038,3163.455,330,335,9.858528E-07
173.0443,3317.295,3168.567,330,335,9.858528E-07
170.6511,3320.564,3173.699,330,335,9.858528E-07
168.2298,3323.872,3178.892,330,335,9.858528E-07
165.4498,3327.67,3184.854,330,335,9.858528E-07
162.0234,3332.351,3192.202,330,335,9.858528E-07
160.6451,3334.234,3195.158,330,335,9.858528E-07
158.247,3337.51,3200.3,330,335,9.858528E-07
155.5043,3341.257,3206.182,330,335,9.858528E-07
153.194,3344.413,3211.137,330,335,9.858528E-07
150.7214,3347.791,3216.439,330,335,9.858528E-07
147.9334,3351.6,3222.419,330,335,9.858528E-07
145.5899,3354.801,3227.445,330,335,9.858528E-07
143.2052,3358.059,3232.559,330,335,9.858528E-07
139.429,3363.218,3240.656,330,335,9.858528E-07
138.1525,3364.961,3243.394,330,335,9.858528E-07
135.5198,3368.558,3249.04,330,335,9.858528E-07
132.9995,3372.001,3254.445,330,335,9.858528E-07
130.68,3375.17,3259.419,330,335,9.858528E-07
